id_sintetico,cenario_id,ghe_codigo,A1,A2,A3,A4,A5,B1,B2,B3,C1,C2,C3,C4,D1,D2,D3,D4,E1,E2,E3,F1,F2,F3,F4,G1,G2,G3,H1,H2,H3,I1,I2,I3,I4,I5,I6,I7,I8,I9,J1,J2,J3,J4,J5,J6,J7,J8
RISK-V2-023705,CEN-20,GHE-02,2.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0
RISK-V2-023706,CEN-14,GHE-02,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0
RISK-V2-023707,CEN-05,GHE-05,2.0,,3.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,5.0,2.0,4.0,3.0,3.0,4.0
RISK-V2-023708,CEN-02,GHE-02,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,3.0,2.0,3.0,,3.0,,2.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,4.0,1.0,5.0,2.0,4.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0
RISK-V2-023709,CEN-15,GHE-03,4.0,3.0,3.0,4.0,5.0,5.0,3.0,,4.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,5.0,2.0,5.0,1.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,,2.0,2.0,1.0
RISK-V2-023710,CEN-11,GHE-05,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,,3.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,,2.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0
RISK-V2-023711,CEN-12,GHE-06,2.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,2.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,2.0,4.0,5.0,1.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,,2.0,3.0,3.0,4.0,2.0,3.0,3.0,,2.0,2.0,2.0
RISK-V2-023712,CEN-24,GHE-06,2.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,,2.0,1.0,3.0
RISK-V2-023713,CEN-06,GHE-06,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0
RISK-V2-023714,CEN-23,GHE-05,,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,1.0,3.0,3.0,,2.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0
RISK-V2-023715,CEN-02,GHE-02,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0
RISK-V2-023716,CEN-10,GHE-04,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,1.0,,1.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0
RISK-V2-023717,CEN-09,GHE-03,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,2.0
RISK-V2-023718,CEN-19,GHE-01,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,1.0,5.0,1.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,1.0,4.0,2.0,5.0,2.0,,3.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0
RISK-V2-023719,CEN-18,GHE-06,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0
RISK-V2-023720,CEN-05,GHE-05,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,4.0,,4.0,4.0,3.0,2.0,3.0,4.0
RISK-V2-023721,CEN-05,GHE-05,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0
RISK-V2-023722,CEN-06,GHE-06,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,5.0,3.0,5.0,3.0,4.0,1.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,2.0
RISK-V2-023723,CEN-17,GHE-05,1.0,1.0,3.0,3.0,4.0,2.0,1.0,,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,5.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0
RISK-V2-023724,CEN-08,GHE-02,4.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,1.0,5.0,3.0,4.0,,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,2.0,5.0,3.0,4.0,4.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0
RISK-V2-023725,CEN-17,GHE-05,4.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0
RISK-V2-023726,CEN-01,GHE-01,4.0,4.0,3.0,4.0,5.0,,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0
RISK-V2-023727,CEN-21,GHE-03,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,2.0,5.0,1.0,5.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
RISK-V2-023728,CEN-09,GHE-03,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,2.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0
RISK-V2-023729,CEN-09,GHE-03,4.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,5.0,1.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0
RISK-V2-023730,CEN-09,GHE-03,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0
RISK-V2-023731,CEN-10,GHE-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
RISK-V2-023732,CEN-03,GHE-03,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0
RISK-V2-023733,CEN-11,GHE-05,4.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0
RISK-V2-023734,CEN-08,GHE-02,3.0,,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,1.0,5.0,2.0,4.0,1.0,5.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,
RISK-V2-023735,CEN-04,GHE-04,5.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0
RISK-V2-023736,CEN-07,GHE-01,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,2.0,4.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0
RISK-V2-023737,CEN-03,GHE-03,3.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,,3.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0
RISK-V2-023738,CEN-24,GHE-06,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,,2.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0
RISK-V2-023739,CEN-22,GHE-04,4.0,3.0,4.0,,,5.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,4.0,2.0,3.0,2.0,3.0,,4.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0
RISK-V2-023740,CEN-02,GHE-02,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0
RISK-V2-023741,CEN-16,GHE-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0
RISK-V2-023742,CEN-02,GHE-02,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,3.0,1.0,5.0,1.0,4.0,1.0,2.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0
RISK-V2-023743,CEN-23,GHE-05,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,,3.0,2.0,5.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0
RISK-V2-023744,CEN-14,GHE-02,5.0,4.0,4.0,4.0,5.0,3.0,3.0,,5.0,5.0,4.0,5.0,5.0,1.0,5.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,,4.0,1.0,,1.0,3.0,,5.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0
RISK-V2-023745,CEN-21,GHE-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RISK-V2-023746,CEN-18,GHE-06,4.0,2.0,3.0,,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0
RISK-V2-023747,CEN-04,GHE-04,4.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,2.0,4.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,,3.0,5.0,3.0,4.0,3.0,2.0
RISK-V2-023748,CEN-23,GHE-05,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,4.0,,4.0,4.0,4.0,4.0,4.0,3.0
RISK-V2-023749,CEN-11,GHE-05,4.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,1.0,5.0,2.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
RISK-V2-023750,CEN-12,GHE-06,3.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,5.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,4.0,,3.0,2.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0
RISK-V2-023751,CEN-22,GHE-04,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,2.0,5.0,2.0,5.0,4.0,4.0,,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,2.0,3.0,1.0,4.0,2.0,5.0,5.0,5.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0
RISK-V2-023752,CEN-19,GHE-01,5.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,,1.0,2.0,2.0,4.0,3.0,3.0
RISK-V2-023753,CEN-05,GHE-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
RISK-V2-023754,CEN-07,GHE-01,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,3.0,5.0,,4.0
RISK-V2-023755,CEN-17,GHE-05,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,2.0,5.0,1.0,4.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
RISK-V2-023756,CEN-01,GHE-01,4.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,,4.0,1.0,4.0,1.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,,1.0,1.0
RISK-V2-023757,CEN-08,GHE-02,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,5.0,,5.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
RISK-V2-023758,CEN-14,GHE-02,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,,5.0,3.0,5.0,5.0,1.0,5.0,3.0,5.0,1.0,5.0,4.0,5.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0
RISK-V2-023759,CEN-14,GHE-02,4.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,,4.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,2.0,1.0,4.0,3.0,,2.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0
RISK-V2-023760,CEN-01,GHE-01,1.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0
RISK-V2-023761,CEN-05,GHE-05,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,4.0,2.0,4.0,2.0,5.0,2.0,3.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0
RISK-V2-023762,CEN-22,GHE-04,4.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0
RISK-V2-023763,CEN-24,GHE-06,4.0,4.0,3.0,3.0,2.0,2.0,2.0,,,2.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,4.0,4.0
RISK-V2-023764,CEN-18,GHE-06,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,4.0,2.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0
RISK-V2-023765,CEN-09,GHE-03,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,,2.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0
RISK-V2-023766,CEN-03,GHE-03,4.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,1.0,4.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,4.0,1.0,5.0,2.0,5.0,4.0,4.0,2.0,2.0,1.0,1.0,,1.0,1.0,2.0
RISK-V2-023767,CEN-12,GHE-06,3.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,,4.0,4.0,4.0,3.0,3.0,5.0,1.0,4.0,3.0,5.0,3.0,4.0,,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0
RISK-V2-023768,CEN-15,GHE-03,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,1.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,2.0,5.0,1.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0
RISK-V2-023769,CEN-05,GHE-05,3.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,,4.0,4.0
RISK-V2-023770,CEN-17,GHE-05,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0
RISK-V2-023771,CEN-13,GHE-01,2.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
RISK-V2-023772,CEN-24,GHE-06,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,5.0,3.0,4.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0
